# say-it community pronunciation dictionary — General American only.
#
# Columns (TAB-separated, case-insensitive lookup on `word`):
#   1. word               the lookup key
#   2. ipa                primary GenAm IPA, with stress marks (for display + future SSML backends)
#   3. respelling_us      English-like phonetic respelling, fed verbatim to macOS `say` (the path that actually works today)
#   4. alt_ipa            `|`-separated alternative IPAs, or empty
#   5. alt_respelling_us  `|`-separated alternative respellings, paired with alt_ipa by index, or empty
#   6. source_url         best citation: documented pronunciation page, official FAQ, Wikipedia anchor, etc. Leave empty if unverified.
#   7. source_label       human-readable source label (e.g. "GNU Project official", "Wikipedia § Pronunciation")
#   8. category           project | product | cli-tool | tool | cs-term | acronym | abbreviation
#   9. confidence         creator-clarified | community-consensus | contested
#                         Only use `creator-clarified` when source_url documents a creator quote / official FAQ entry.
#  10. notes              editorial context (never spoken)
#
# Why English respelling rather than IPA/PHON phonemes?
#   macOS `say` (2026 era) does not parse `[[inpt PHON]]` markup or SSML `<phoneme>` tags — both are read as literal
#   text. So we feed plain English-like spellings that the TTS's internal letter-to-sound rules render acceptably.
#   The `ipa` column is retained for display, for future cloud TTS, and for the Windows SAPI backend (which DOES
#   honor SSML phoneme tags).
#
# Adding entries:
#   - All entries are best-effort and welcome PRs to improve. Confidence should reflect what the source URL actually
#     proves, not what you believe to be true. When in doubt, mark `community-consensus` and let a future PR upgrade
#     with a real citation.
#
word	ipa	respelling_us	alt_ipa	alt_respelling_us	source_url	source_label	category	confidence	notes
Schrodinger	/ˈʃroʊdɪŋər/	shroh ding er	/ˈʃreɪdɪŋər/	shray ding er	https://en.wikipedia.org/wiki/Erwin_Schr%C3%B6dinger	Wikipedia	person	community-consensus	Austrian physicist Erwin Schrödinger (Schrödinger bridge); German 'SHROH-ding-er', not 'SHRAY-ding-er'.
Ornstein-Uhlenbeck	/ˈɔːrnstaɪn ˈuːlənbɛk/	orn stine oo len bek	/ˈɔːrnstiːn ˈuːlənbɛk/	orn steen oo len bek	https://en.wikipedia.org/wiki/Ornstein%E2%80%93Uhlenbeck_process	Wikipedia	cs-term	community-consensus	After Dutch physicists Leonard Ornstein and George Uhlenbeck; 'ORN-stine OO-len-bek', Uhlenbeck not 'YOO-len-bek'.
Radon	/ˈreɪdɒn/	ray don	/ˈrɑːdɒn/	rah don	https://en.wikipedia.org/wiki/Johann_Radon	Wikipedia	person	contested	Austrian mathematician Johann Radon (Radon-Nikodym derivative); English 'RAY-don', German-faithful 'RAH-don' also heard.
Lyapunov	/liˈɑːpʊnɒf/	lee ah puh nof	/ˌljɑːpʊˈnɔf/	lyah poo nof	https://en.wikipedia.org/wiki/Aleksandr_Lyapunov	Wikipedia	person	contested	Aleksandr Lyapunov (stability theory); Russian, genuinely split between penultimate 'lee-AH-puh-nof' and original final-stress 'lyah-poo-NOF'.
Noether	/ˈnɜːrtər/	nur ter			https://en.wikipedia.org/wiki/Emmy_Noether	Wikipedia	person	community-consensus	Emmy Noether (Noether's theorem); German ö → 'NUR-ter', final th is a hard t, not English 'th'.
Koopman	/ˈkoʊpmən/	kohp mun			https://en.wikipedia.org/wiki/Koopman	Wikipedia	person	community-consensus	Bernard Koopman (Koopman operator); Dutch surname, long 'oh' → 'KOHP-man', not 'KOOP'.
Hamiltonian	/ˌhæməlˈtoʊniən/	ham il toh nee un			https://en.wikipedia.org/wiki/William_Rowan_Hamilton	Wikipedia	cs-term	community-consensus	After W. R. Hamilton (Hamiltonian dynamics); 'ham-il-TOH-nee-un', stress on third syllable.
Helmholtz	/ˈhɛlmhoʊlts/	helm holts			https://en.wikipedia.org/wiki/Hermann_von_Helmholtz	Wikipedia	person	community-consensus	Hermann von Helmholtz (free energy, Helmholtz machine); German 'HELM-holts', tz → 'ts'.
Planck	/ˈplɑːŋk/	plahngk			https://en.wikipedia.org/wiki/Max_Planck	Wikipedia	person	community-consensus	Max Planck (Planck constant); German 'PLAHNGK', rhymes roughly with English 'plank'.
Gumbel	/ˈɡʌmbəl/	gum bul	/ˈɡʊmbəl/	goom bul	https://en.wikipedia.org/wiki/Emil_Julius_Gumbel	Wikipedia	cs-term	community-consensus	After German statistician Emil Julius Gumbel (Gumbel-softmax); English 'GUM-bul' (rhymes with humble), German 'GOOM-bel'.
Frobenius	/froʊˈbeɪniəs/	froh bay nee us	/froʊˈbiːniəs/	froh bee nee us	https://en.wikipedia.org/wiki/Ferdinand_Georg_Frobenius	Wikipedia	cs-term	contested	After German mathematician Ferdinand Georg Frobenius (Frobenius norm); German 'froh-BAY-nee-us', anglicized 'froh-BEE-nee-us'.
Kullback-Leibler	/ˈkʊlbæk ˈlaɪblər/	kool bak ly bler			https://en.wikipedia.org/wiki/Kullback%E2%80%93Leibler_divergence	Wikipedia	cs-term	community-consensus	After American mathematicians Solomon Kullback and Richard Leibler (KL divergence); 'KOOL-bak LYE-bler', Leibler 'ei'='eye'.
Bregman	/ˈbrɛɡmən/	breg mun			https://en.wikipedia.org/wiki/Bregman_divergence	Wikipedia	person	community-consensus	After Soviet-Israeli mathematician Lev M. Bregman (Bregman divergence); Russian 'э'='eh', so 'BREG-man' not 'BRAYG-man'.
Sinkhorn	/ˈsɪŋkhɔːrn/	sink horn			https://en.wikipedia.org/wiki/Sinkhorn%27s_theorem	Wikipedia	person	community-consensus	After American mathematician Richard Sinkhorn (Sinkhorn iteration); straightforward 'SINK-horn'.
Tsallis	/ˈsælɪs/	sal iss	/ˈtsɑːlɪs/	tsah liss	https://en.wikipedia.org/wiki/Constantino_Tsallis	Wikipedia § Constantino Tsallis	cs-term	contested	After Greek-Brazilian physicist Constantino Tsallis (Tsallis entropy); anglicized 'SAL-iss', Greek-faithful 'TSAH-liss'.
Renyi	/ˈreɪnjiː/	ray nyee			https://en.wikipedia.org/wiki/Alfr%C3%A9d_R%C3%A9nyi	Wikipedia	person	community-consensus	After Hungarian mathematician Alfréd Rényi (Rényi entropy); Hungarian é='ay', ny=palatal n, so 'RAY-nyee'.
Riemannian	/riˈmɑːniən/	ree mah nee un			https://en.wikipedia.org/wiki/Bernhard_Riemann	Wikipedia	cs-term	community-consensus	Adjective from German mathematician Bernhard Riemann (/ˈriːmɑːn/); 'ree-MAH-nee-un', not 'rye-'.
Mahalanobis	/ˌmɑːhələˈnoʊbɪs/	mah huh luh noh bis			https://en.wikipedia.org/wiki/Prasanta_Chandra_Mahalanobis	Wikipedia	person	community-consensus	Bengali surname of statistician P. C. Mahalanobis; stress on 'NOH', 'mah-huh-luh-NOH-bis'.
Lipschitz	/ˈlɪpʃɪts/	lip shits	/ˈlɪpskɪts/	lip skits	https://en.wikipedia.org/wiki/Lipschitz_continuity	Wikipedia	person	contested	German mathematician Rudolf Lipschitz; German 'sch' gives 'LIP-shits', often Anglicized to 'LIP-skits'.
Hilbert	/ˈhɪlbərt/	hil bert			https://en.wikipedia.org/wiki/David_Hilbert	Wikipedia	person	community-consensus	German mathematician David Hilbert; 'HIL-bert', stress on first syllable.
Lebesgue	/ləˈbɛɡ/	luh beg			https://en.wiktionary.org/wiki/Lebesgue	Wiktionary	person	community-consensus	French mathematician Henri Lebesgue; silent '-gue' gives 'luh-BEG', not 'luh-BESG'.
Minkowski	/mɪŋˈkɔːfski/	ming kawf skee	/mɪŋˈkaʊski/	ming kow skee	https://en.wikipedia.org/wiki/Hermann_Minkowski	Wikipedia § name	person	contested	German mathematician Hermann Minkowski; German 'ming-KAWF-skee' vs common English 'ming-KOW-skee'.
Chebyshev	/ˈtʃɛbɪʃɔːf/	cheb ih shoff	/ˌtʃɛbɪˈʃɛf/|/ˌtʃɛbɪˈʃɛv/	cheb ih shef|cheb ih shev	https://en.wikipedia.org/wiki/Pafnuty_Chebyshev	Wikipedia	person	contested	Russian Pafnuty Chebyshev; closest is 'CHEB-ih-shoff' (-off ending), but English math often says 'cheb-ih-SHEV'.
Hadamard	/ˌhædəˈmɑːr/	had uh mar	/ˈhædəmɑːrd/|/ˌadaˈmaʁ/	had uh mard|ah dah mar	https://en.wikipedia.org/wiki/Jacques_Hadamard	Wikipedia	person	contested	French Jacques Hadamard, [adamaʁ] (silent final d); English speakers split between 'had-uh-MAR' and anglicized 'HAD-uh-mard'.
Kronecker	/ˈkroʊnɛkər/	kroh neck er	/ˈkrɒnɛkər/	kron eck er	https://en.wikipedia.org/wiki/Leopold_Kronecker	Wikipedia	person	community-consensus	German Leopold Kronecker, [ˈkʁoːnɛkɐ]; 'KROH-neck-er' with stress on first syllable, not 'kro-NECK-er'.
Toeplitz	/ˈtoʊplɪts/	tope lits	/ˈtœplɪts/|/ˈtɛplɪts/	terp lits|tep lits	https://en.wikipedia.org/wiki/Otto_Toeplitz	Wikipedia	person	contested	German Otto Toeplitz, [ˈtœplɪts] (oe = ö); English usually anglicized 'TOPE-lits', also heard 'TEP-lits'.
QwQ	/kwjuː/	kwyoo		quill	https://qwenlm.github.io/blog/qwq-32b-preview/	Official Qwen team blog (Alibaba Cloud), QwQ-32B-Preview release post	product	creator-clarified	Alibaba's Qwen-team reasoning model (QwQ = 'Qwen with Questions'). The official Qwen blog states verbatim: 'Note: This is the pronunciation of QwQ: /kwjuː/, similar to the word "quill".' So it's a single syllable: a 'kw' onset glued onto the sound of the letter Q (/juː/), i.e. KWYOO — NOT spelled out 'Q-W-Q' and NOT the kaomoji 'qwq' face. The creators' 'similar to quill' is an informal onset hint (shared 'kw-'), not a literal rhyme — /kwjuː/ does not end in an L and does not match quill's short 'i'. Lowercase middle 'w' makes it look like an emoticon, which is exactly why almost nobody guesses the intended sound.
Tulu	/ˈtuːluː/	TOO loo	/tyˈluː/	tew LOO	https://arxiv.org/html/2411.15124v3	Tülu 3 paper (Allen Institute for AI), naming footnote	project	community-consensus	AllenAI's open post-training model family (Tülu 2, Tülu 3). The Tülu 3 paper footnotes the name: 'A tülu is a hybrid camel bred between Bactrian camel and dromedary' — fitting AllenAI's running camel theme (the predecessor papers 'How Far Can Camels Go?' and 'Camels in a Changing Climate'). It comes from the Turkish word tülü ('hairy/feathered'); the ü is a front rounded vowel (like German ü or French 'tu'). English speakers overwhelmingly settle on TOO-loo with stress on the first syllable. A more faithful-to-Turkish rendering is tew-LOO — note Turkish stresses the FINAL syllable (Wiktionary: /tyˈly/). Common stumble: devs drop the umlaut entirely and say 'tuh-LOO' or 'TUH-luh', or read it as 'tulu' rhyming with 'Zulu'. (The AllenAI model name is spelled 'Tülu' with one ü; the underlying Turkish word is 'tülü'.)
GaLore	/ɡəˈlɔːr/	guh LOR	/ˈɡæ.lɔːr/	GAL or	https://arxiv.org/abs/2403.03507	GaLore paper, 'Memory-Efficient LLM Training by Gradient Low-Rank Projection' (arXiv:2403.03507)	cs-term	contested	Memory-efficient LLM training method = 'GRAdient LOw-Rank projEction' (ICML 2024 oral, jiaweizzhao/GaLore), pitched as a more memory-efficient cousin of LoRA. The casing 'GaLore' reads as a homograph of the English word 'galore' (/ɡəˈlɔːr/, stress on the SECOND syllable, as in 'savings galore') — which strongly suggests the intended reading is guh-LOR, a wink at LoRA. Note: this pun is an inference; the paper and authors don't state the pronunciation. Because the capital L splits it visually into Ga+Lore, many practitioners instead read it as an initialism with FIRST-syllable stress, GAL-or. Genuinely split in practice.
CoCa	/ˈkoʊkə/	KOH kuh	/ˌsiːoʊˌsiːˈeɪ/	see oh see AY	https://arxiv.org/abs/2205.01917	CoCa paper, 'Contrastive Captioners are Image-Text Foundation Models' (Google Research, arXiv:2205.01917)	product	contested	Google Research's image-text foundation model; the name packs 'COntrastive CAptioner'. The CoCa casing reads naturally as KOH-kuh — a homograph of 'coca' (Coca-Cola / coca leaf) — which is the most common way it's said. Because it's an acronym, some letter it out C-O-C-A (see-oh-see-AY). Stress on the first syllable: KOH-kuh. No author statement fixes the pronunciation, so usage is unsettled. The hazard: the obvious reading collides with a loaded everyday word, making speakers second-guess and switch to spelling it out.
Pkl	/ˈpɪkəl/	PICK uhl			https://pkl-lang.org/blog/introducing-pkl.html	Apple Pkl official launch blog (pkl-lang.org)	project	creator-clarified	Apple's configuration-as-code language, open-sourced Feb 2024. The maintainers settle it explicitly in the launch post: 'We are delighted to announce the open source first release of Pkl (pronounced Pickle)'. So it is PICK-uhl, exactly like the cucumber. Stress on the first (only real) syllable: PICK-uhl. Because the name is spelled as three bare consonants with no vowels, almost everyone's first instinct is to spell it out 'P-K-L' or guess 'puh-KUL' / 'pee-kay-el' — all wrong.
CUE	/kjuː/	kyoo			https://cuelang.org/docs/reference/spec/	The CUE Language Specification (cuelang.org)	project	creator-clarified	Configuration/validation language (cuelang) by ex-Googler Marcel van Lohuizen, of Borg/GCL lineage. The official language spec opens with the answer verbatim: 'CUE, pronounced cue or Q, is a general-purpose and strongly typed constraint-based language.' So it is ONE syllable, kyoo, a homophone of the letter Q and of 'queue.' The all-caps stylization 'CUE' is widely glossed in the community as the backronym 'Configure Unify Execute' (the spec itself does not define the acronym), and that styling tricks people into spelling it 'C-U-E' as initials, which the project rejects.
Kuma	/ˈkuːmə/	KOO mah	/ˈkjuːmə/	KYOO mah	https://cloudnativenow.com/topics/cloudnativenetworking/introducing-kuma-the-service-mesh-from-kong/	Introducing Kuma, the Service Mesh From Kong (Cloud Native Now)	project	community-consensus	Envoy-based service mesh originally created and donated by Kong, accepted into the CNCF (now a Sandbox project; repo kumahq/kuma, branded with the bear emoji 🐻). The name is the Japanese word for 'bear' (くま / 熊), so the intended pronunciation follows Japanese: KOO-mah — stress on the FIRST syllable, 'oo' as in 'boot'. English speakers who don't know the origin reach for KYOO-mah (rhyming with 'puma'), which is the common mispronunciation. Standard Japanese pronunciation of くま is KOO-mah.
Karmada	/kɑːrˈmɑːdə/	kar MAH duh	/kɑːrˈmeɪdə/	kar MAY duh	https://github.com/karmada-io/karmada	karmada-io/karmada README (GitHub)	project	community-consensus	CNCF multi-cluster Kubernetes orchestrator (incubation project). The README opens with the etymology spelled out: 'Karmada (Kubernetes Armada)…' — a blend of Kubernetes + Armada. So the back half rhymes with 'armada': kar-MAH-duh, stress on the second syllable MAH, with a broad 'ah'. The trap is reading the first four letters as 'karm' (like karma) and saying KAR-ma-da with front stress; a secondary anglicization is kar-MAY-duh (mirroring the older 'ar-MAY-duh' variant of armada). Following the Spanish-rooted 'armada', kar-MAH-duh is the natural fit.
Beyla	/ˈbeɪlə/	BAY luh			https://en.wikipedia.org/wiki/Beyla	Beyla (Norse mythology) — Wikipedia	tool	community-consensus	Grafana's eBPF auto-instrumentation tool (open-sourced 2023, github.com/grafana/beyla), since donated to OpenTelemetry as OpenTelemetry eBPF Instrumentation (OBI). Grafana Labs names projects after Norse mythology; Beyla is a figure from the Poetic Edda (Lokasenna), a servant of the god Freyr. Say it BAY-luh, stress on the FIRST syllable (first syllable rhymes with 'bay'/'they'). The 'ey' follows the standard English Anglicization of Old Norse names — the Bellows Poetic Edda pronouncing index lists 'Beyl-a' with 'ey as in they.' (Strict Old Norse is closer to [ˈbœylɑ], a front-rounded vowel, but English usage settles on the 'they' vowel.) English readers commonly mis-guess BYE-la (eye sound) or BEE-la, both wrong.
Kustomize	/ˈkʌstəˌmaɪz/	KUSS tuh myze			https://kubernetes.io/docs/tasks/manage-kubernetes-objects/kustomization/	Declarative Management of Kubernetes Objects Using Kustomize (kubernetes.io)	tool	community-consensus	Kubernetes-native config management tool (kubernetes-sigs/kustomize), built into kubectl since 1.14 as 'kubectl kustomize' and 'kubectl apply -k'. It is just the word 'customize' with the Kubernetes-style K-for-C swap, so it is said identically to customize: KUSS-tuh-myze, stress firmly on the first syllable. The hazard is purely the spelling — people see the leading 'K' and try to honor it as a hard 'kuh-STOM-ize', or spell-pronounce it letter-by-letter, especially since the sibling term 'Kubernetes' genuinely is hard. The joke is that the K is cosmetic (K8s, kubectl, Kustomize) and the word is said exactly like 'customize'.
KDL	/ˈkʌdəl/	CUH duhl	/ˌkeɪ diː ˈɛl/	kay dee EL	https://kdl.dev/	KDL official FAQ (kdl.dev)	project	creator-clarified	The KDL Document Language (a config/serialization format, kdl.dev). The official FAQ answers the pronunciation question with simply "Same as 'cuddle'." Stress on CUH. Almost everyone defaults to spelling it out 'K-D-L' on first encounter; the maintainers deliberately want it said like the word cuddle (one implementation is even named 'cuddle'). Created by the kdl-org community (Kat Marchán et al.).
Jsonnet	/ˈdʒeɪ ˌsɑːnɪt/	JAY son it	/ˈdʒeɪsən ˌɛt/	JAY sun et	https://jsonnet.org/	Jsonnet official site (Google)	project	creator-clarified	Google's data-templating / configuration language (common in Kubernetes / infra tooling). The official site states verbatim: "The name Jsonnet is a portmanteau of JSON and sonnet, pronounced 'jay sonnet'." So it's JAY (from JSON's 'jay-son') overlapping into SONNET — three syllables JAY-SON-it, primary stress on JAY (like JSON itself). Note the General American 'sonnet' vowel is /ɑː/, not British /ɒ/. Common mistakes: 'jay-SO-net', 'juh-SON-et', or reading it like the French name 'Jeannette'. The intended reading bakes in JSON (jay-son) + sonnet.
Dhall	/dɔl/	dawl	/dɑːl/	dahl	https://github.com/dhall-lang/dhall-lang/blob/master/README.md	dhall-lang README "Name" section (official pronunciation)	project	creator-clarified	A programmable, non-Turing-complete configuration language by Gabriel Gonzalez (an alternative to YAML/JSON). The official README settles it: the name comes from a Dustman in the game Planescape: Torment (NOT author Roald DAHL and NOT the lentil dish 'dal/daal'), and 'rhymes with tall/call/hall — dɔl for a US speaker, dɔːl for a UK speaker.' So General American is DAWL (rhymes with TALL), stress on the single syllable. Despite the ruling, a large slice of the community still says /dɑːl/ ('dahl', like the dish), tracked in GitHub issue #144 which also catalogs /dæl/ (rhymes with 'pal'); the silent-h 'Dh' digraph even tempts a /ð/ ('that') onset.
Cholesky	/ʃəˈlɛski/	shuh LESS kee	/koʊˈlɛski/	koh LESS kee	https://en.wikipedia.org/wiki/Cholesky_decomposition	Wikipedia — Cholesky decomposition	cs-term	contested	Stress on the SECOND syllable: shuh-LESS-kee. Named after French mathematician/military officer André-Louis Cholesky (decomposition posthumously published 1924). Wikipedia gives /ʃəˈlɛski/ — the onset is 'sh', NOT a hard 'k'. The decomposition is everywhere in numerical computing / ML (covariance factorization, linear solvers, Gaussian processes), so the mispronunciation gets repeated constantly. English speakers overwhelmingly default to the spelling-driven 'koh-LESS-kee' (hard C), and many keep that even after being corrected, which is why it's genuinely contested rather than a clean single answer.
Poisson	/ˈpwɑsɒn/	PWAH sawn	/pwɑːˈsɔ̃/	pwah SOHN (nasal)	https://en.wiktionary.org/wiki/Poisson	Wiktionary — Poisson (English IPA)	cs-term	community-consensus	The 'oi' is French /wa/, so the first syllable is PWAH, not POY: PWAH-sawn. Named after French mathematician Siméon Denis Poisson. Wiktionary gives General American /ˈpwɑ.sɒn/ (no vowel-length mark) and RP /ˈpwɑː.sɒn/ ~ /ˈpwɑː.sɒ̃/ (the ː length and nasalized ending are RP, not GA). The dominant developer/student error is the fully anglicized POY-sun rhyming with 'poison', which is why the term reliably trips people in stats, queueing theory, and event-rate modeling. Educated stats usage converges on PWAH-sawn, so consensus rather than truly contested.
Cauchy	/koʊˈʃiː/	koh SHEE	/ˈkoʊʃi/	KOH shee	https://en.wikipedia.org/wiki/Augustin-Louis_Cauchy	Wikipedia — Augustin-Louis Cauchy	cs-term	community-consensus	Two syllables. The 'ch' is French /ʃ/ (the 'sh' sound) and 'au' = /oʊ/, so it ends '-SHEE', never a hard 'ch' like 'church'. General American puts the stress on the SECOND syllable: koh-SHEE /koʊˈʃiː/ (per Wikipedia's US transcription and Dictionary.com). British English shifts stress to the FIRST syllable: KOH-shee /ˈkoʊʃi/ (the alt form) — so the stress is genuinely contested across dialects even though the consonants are agreed. Named after French mathematician Augustin-Louis Cauchy; English speakers meet it via the Cauchy distribution, Cauchy sequence, and Cauchy-Schwarz inequality. Routinely mangled as 'COW-chee' or 'CAW-chee' with a hard ch — both wrong.
Bezier	/ˈbɛz.i.eɪ/	BEZ ee ay	/ˌbɛz.iˈeɪ/	bez ee AY	https://en.wikipedia.org/wiki/B%C3%A9zier_curve	Wikipedia — Bézier curve	cs-term	community-consensus	Three syllables: BEZ-ee-ay, with the final '-ier' as the French /je/ → 'yay/ay' and a SILENT 'r'. Named after French engineer Pierre Bézier (French [bezje]); anglicized to 'BEZ-ee-ay' (Wikipedia also lists 'BEH-zee-ay', /ˈbɛz.i.eɪ/). Hugely common in front-end and graphics work — every CSS author meets cubic-bezier() and SVG path Béziers — yet it's routinely mispronounced 'BEEZ-ee-er' or 'BEZ-yer' with a hard, sounded 'r'. The accent on the é is also dropped in code (cubic-bezier), reinforcing the wrong reading. Stress is on the first syllable (BEZ); the alt form moves emphasis to the final 'AY'.
Voronoi	/ˈvɔːrənɔɪ/	VOR uh noy	/ˌvɔːrəˈnɔɪ/	vor uh NOY	https://en.wikipedia.org/wiki/Voronoi_diagram	Wikipedia — Voronoi diagram (named after Georgy Voronoy)	cs-term	contested	Stress placement is genuinely contested. Named after Russian mathematician Georgy Voronoy (Воронóй). The most commonly documented mainstream English form puts primary stress on the FIRST syllable — VOR-uh-noy, /ˈvɔːrənɔɪ/ (so howtopronounce.com and the dev-community Casual Effects computational-graphics guide). But it competes with a final-stress vor-uh-NOY (ending like 'annoy') and a middle-stress vor-OH-noy — no single anglicization has won. The Russian-accurate rendering is closer to 'vah-rah-NOY', with the unstressed o's reduced toward 'uh/ah'. Pervasive in computational geometry, mesh generation, procedural texturing, and game dev, where 'how do you even say Voronoi?' (usually alongside Delaunay) is a recurring forum thread.
Erdos	/ˈɛrdɜːrʃ/	AIR dursh	/ˈɜːrdɒʃ/	UR dosh	https://en.wikipedia.org/wiki/Paul_Erd%C5%91s	Wikipedia — Paul Erdős (Hungarian IPA [ˈɛrdøːʃ])	person	community-consensus	Hungarian mathematician Paul Erdős; Wikipedia gives the Hungarian IPA [ˈɛrdøːʃ ˈpaːl]. Two things break English speakers: the final 's' is /ʃ/ ('sh'), and 'ő' is a long front-rounded vowel /øː/ that has no English equivalent (nearest is the NURSE vowel in 'bird', or German ö). So it's roughly AIR-dursh — stress on the FIRST syllable — commonly anglicized to AIR-dish or UR-dosh, but never 'ER-doss' or 'ER-doze'. CS folks hit this constantly via the Erdős number and Erdős–Rényi random graphs (Rényi is already in the dict), and almost everyone says the spelling-based 'ER-doss' with a hard final 's'.
Kyutai	/ˈkjuː.taɪ/	KYOO tye	/kjuːˈtaɪ/	kyoo TYE	https://www.amplifypartners.com/blog-posts/arming-the-rebels-with-gpus-gradium-kyutai-and-audio-ai	Amplify Partners — "named for the Japanese word for 'sphere'"	product	contested	Paris-based open-science AI lab (founded Nov 2023 by Xavier Niel/Iliad, Rodolphe Saadé/CMA CGM, and Eric Schmidt/Schmidt Sciences) behind the Moshi real-time voice model. The name romanizes the Japanese 球体 (kyūtai), meaning 'sphere/orb' — the intended reading is two syllables: KYOO (きゅう, a long vowel like English 'cue'/'queue') + tye (たい, rhyming with 'tie'). English devs routinely mangle it into 3-4 syllables ('kee-YOO-tah-ee') because the vowel cluster looks longer than it sounds. Stress is genuinely contested: Japanese is pitch-accent rather than stressed, so English speakers split between first-syllable KYOO-tye (recommended primary) and second-syllable kyoo-TYE. Note kyutai.org itself does NOT explain the name; the Japanese-sphere etymology is confirmed by Amplify Partners' write-up.
Moshi	/ˈmoʊ.ʃi/	MOH shee	/ˈmɑː.ʃi/	MAH shee	https://github.com/kyutai-labs/moshi	kyutai-labs/moshi GitHub README	product	contested	Kyutai's real-time full-duplex speech-text foundation model (July 2024), built on the Mimi neural audio codec (Mimi = MEE-mee). Say it MOH-shee: stress the first syllable, long 'o' as in 'go', 'sh' as in 'ship' — MOH-shee. The name matches the Japanese word もしもし (moshi moshi), the phrase used to answer the phone; that etymology is widely assumed but is NOT stated in Kyutai's README, the arXiv paper (2410.00037), or kyutai.org, so treat the naming rationale as unconfirmed. Common English mispronunciations are 'MOSH-ee' (rhyming with 'posh') and 'MOSH-eye' — both wrong.
Hymba	/ˈhɪm.bə/	HIM buh	/ˈhaɪm.bə/	HYME buh	https://developer.nvidia.com/blog/hymba-hybrid-head-architecture-boosts-small-language-model-performance/	NVIDIA Technical Blog — Hymba	cs-term	contested	NVIDIA's 1.5B hybrid-head small language model (Nov 2024) that runs Mamba (state-space) and attention heads in parallel within the same layer. The name is widely read as a blend of 'HYbrid' + 'Mamba' (secondary write-ups confirm this; NVIDIA's own blog never states the etymology, so the portmanteau is community inference). That blend implies a short 'y' — HIM-buh, a homophone of the Namibian Himba people — and stress falls on the first syllable. But the 'Hy-' spelling leads many English speakers to default to HYME-buh (long i, like 'hybrid'), so usage is split. No official NVIDIA pronunciation exists.
Pangu	/pɑːnˈɡuː/	pahn GOO	/ˈpæŋ.ɡuː/	PANG goo	https://en.wiktionary.org/wiki/Pangu	Wiktionary — Pangu	product	contested	Huawei's large-model family (盘古大模型, pinyin pángǔ), named for the primordial giant of Chinese creation myth. The two syllables are pan + gu (Mandarin IPA [pʰǎn.kù]), with the 'an' as in 'father'. The attested English pronunciation (Wiktionary) is /pɑːnˈɡuː/ — pahn-GOO — and the 'pan' has a plain /n/, NOT an 'ng'. English speakers very commonly misread 'pan-gu' as PANG-goo, fusing an /ŋ/ that isn't in the original and shifting the syllable boundary to pang|u. Distinct from the unrelated iOS jailbreak tool also called Pangu.
CRI-O	/ˈkraɪoʊ/	CRY oh	/ˌsiːɑːrˈaɪˌoʊ/	C R I oh (spelled out)	https://www.redhat.com/en/blog/introducing-cri-o-10	Red Hat blog — Introducing CRI-O 1.0	tool	community-consensus	Lightweight CNCF Kubernetes container runtime; default runtime in OpenShift. The name derives from CRI (Container Runtime Interface) plus OCI (Open Container Initiative) — confirmed by Red Hat's announcement. Common community reading is 'CRY-oh': read 'CRI' as the word 'cry', then 'oh'. Stress on CRY. Common mispronunciations: spelling it out letter-by-letter 'C-R-I-O', or 'CREE-oh'. No official/maintainer doc states the pronunciation, so this is community usage rather than a creator clarification.
Raku	/ˈrɑː.kuː/	RAH koo	/ˈræk.uː/	RAK oo	https://www.hackster.io/news/perl-6-is-dead-long-live-raku-perl-5-s-sister-language-gets-a-clean-break-shiny-new-name-3f72ebd298b7	Hackster.io — Perl 6 renamed to Raku (2019)	cs-term	community-consensus	The language formerly known as Perl 6, renamed Raku in Oct 2019 with Larry Wall's blessing for the name. Community pronunciation is RAH-koo — first syllable 'rah' as in cheering 'rah-rah', second 'koo' as in 'cuckoo', stress on RAH. The name honors the Rakudo compiler, a contraction of Japanese Rakuda-dō ('Way of the Camel'), and evokes 楽 raku ('comfort/enjoyment'). English speakers frequently flatten it to RAK-oo (rhyming with 'rack you'), the common Anglicization. Do NOT read it as 'rake-oo'. Note: the cited Hackster.io article covers the rename and etymology but does not itself document the pronunciation.
Nostr	/ˈnoʊ.stər/	NOH ster	/ˈnɒ.stər/	NOSS ter (as in ostrich)	https://en.wikipedia.org/wiki/Talk:Nostr	Wikipedia — Talk:Nostr (Pronunciation section documents the long-o vs ostrich split)	cs-term	contested	Decentralized social protocol; the name is an acronym for 'Notes and Other Stuff Transmitted by Relays' — so it has no vowel and no official spoken form. Two camps: (1) NOH-ster with a long o like 'nose' (matching the 'Notes...' expansion), and (2) NOSS-ter with the short o of 'ostrich'. The ostrich reading is widespread enough that Nostr users nickname themselves 'nostriches', strong community evidence for the short-o variant. Wikipedia's Talk page logs both variants (nōstər, nôstər); creator fiatjaf has explicitly told people to 'invent your own way', so there is no creator decree and it is genuinely contested. Stress on the first syllable either way. (Other heard-in-the-wild forms include No-stir and Naw-ster.)
